Date,US_EQ,EU_EQ,JP_EQ,CN_EQ,UST_10Y,BUND_10Y,JGB_10Y,CGB_10Y,USD,EUR,OIL,GOLD
2015-07-27,0.881476,1.006326,0.964788,0.714978,0.838925,-0.519793,0.385178,-0.000722,-0.298401,-0.770420,0.009350,0.710960
2015-08-03,-0.450098,0.835370,0.343822,-0.063143,-0.682641,0.261559,-0.420662,-0.070132,-0.225309,-0.077831,0.643400,0.336861
2015-08-10,0.863096,0.036240,1.684995,0.269566,-0.187684,-2.815031,-3.231548,-2.803629,0.047712,0.685047,0.104020,-0.178154
2015-08-17,0.869219,1.044282,0.257695,1.925143,1.032709,0.317048,-0.004570,0.758733,-1.500632,1.499083,0.094245,-0.073159
2015-08-24,0.560539,-0.203529,2.233980,0.515085,0.427362,-0.956351,-1.453907,-0.360433,0.245850,-1.297193,0.526356,1.220917
2015-08-31,1.147600,1.576925,1.092534,-0.926995,1.577805,1.610473,-0.710433,0.189407,1.103247,0.531445,-2.087535,-0.820153
2015-09-07,1.691055,-0.766357,0.947727,0.953446,-0.665120,0.468633,-0.273175,0.130554,-1.174276,0.296730,1.445784,-0.854082
2015-09-14,2.628884,0.166283,1.313523,0.291153,-0.504842,-0.449255,-1.266798,0.255839,0.966972,-0.998800,1.629187,-0.470420
2015-09-21,0.129691,1.186018,0.966763,0.990347,1.433294,0.981559,0.651357,1.592327,0.635933,0.142091,-0.187357,0.425567
2015-09-28,0.747432,-0.188648,-1.630586,0.244061,-0.808030,0.580790,0.791533,1.347799,0.798351,0.784679,-0.321722,2.146761
2015-10-05,-0.808642,-0.607544,-1.114485,0.776938,-0.964544,-0.464636,0.416873,-0.570857,0.513030,-0.733445,-0.081785,-0.847233
2015-10-12,-1.419502,0.205889,-1.570938,-1.688833,-0.789190,-0.319819,-0.255903,0.439923,-0.988619,-0.177090,0.060205,-2.083385
2015-10-19,0.121990,-1.296696,0.704418,-1.435356,0.306950,-0.297180,-0.598758,0.184519,-0.432108,-1.567983,-1.461925,-0.974011
2015-10-26,-2.033460,-0.408134,0.047193,-1.122062,-0.886826,-1.541354,0.482805,0.277505,-2.777886,0.879087,1.442283,0.436360
2015-11-02,1.460247,1.433205,-0.193535,-1.296751,0.173398,1.634862,-0.813375,0.184088,-1.943069,-0.300353,1.033436,2.453937
2015-11-09,-0.924944,-0.113963,0.285833,-0.687882,1.908121,2.034396,0.537797,0.056761,-0.098611,-0.669394,1.063644,1.074180
2015-11-16,-1.947791,-1.439056,-0.432339,-0.007423,0.660988,-0.394714,1.074181,1.770903,0.127382,-0.914553,2.584803,1.267630
2015-11-23,-0.485371,0.320488,-0.189649,0.066875,0.165814,1.763071,1.585612,1.602534,-0.803144,0.545798,-0.184558,1.183167
2015-11-30,1.328712,1.382403,0.672160,-0.176357,-1.398541,-1.728759,-0.456601,-1.143638,-0.840392,-0.552552,2.263657,0.687351
2015-12-07,1.039045,2.188540,0.890496,1.193593,0.423424,0.515262,1.334996,0.058426,0.903190,0.061266,0.319350,1.094132
2015-12-14,0.959653,0.377417,1.268964,-0.317114,0.617848,1.635253,0.862019,-0.644125,-0.651990,-0.025272,-0.507784,-0.106191
2015-12-21,1.918128,2.528349,-0.978201,-0.535453,1.337179,1.076218,0.210375,-0.437431,-0.937813,-0.454360,0.005368,-0.569564
2015-12-28,0.174945,1.959140,-0.628405,1.006602,0.574804,1.821436,0.263895,-0.866835,-0.037099,-0.577428,1.272130,0.267978
2016-01-04,0.318105,0.037863,2.099277,-0.539783,1.483042,1.041987,0.706921,1.462620,1.105492,-0.901111,1.066058,1.347174
2016-01-11,0.191158,1.039214,-0.049044,0.718098,1.479532,2.604980,0.358542,1.178480,2.363466,-0.976364,1.103069,2.271821
2016-01-18,-0.024682,-1.165416,-1.685152,0.026109,0.719537,-0.285418,0.245565,-0.428020,0.313891,3.011393,1.132847,1.571710
2016-01-25,-0.559092,-1.080732,-2.817776,-0.587899,-0.037061,-0.178832,0.362696,-0.509561,0.134907,2.195866,1.373082,0.891457
2016-02-01,0.057447,1.066811,0.564562,-1.360234,1.863488,-0.608567,0.889095,-0.114696,0.108168,1.665810,-2.027679,1.313397
2016-02-08,-1.779888,0.052123,-0.748308,-0.559244,2.135109,-0.061379,2.159903,2.011428,1.003431,-0.080038,-2.202253,0.237501
2016-02-15,-0.029748,-0.086967,-0.165261,-1.261717,0.664349,0.696498,1.735879,1.561615,0.237926,0.174666,0.484149,-2.861390
2016-02-22,1.417663,1.241956,1.066003,0.362533,-0.563352,1.701854,-0.357073,-0.435363,-0.523054,0.796860,0.068711,0.860663
2016-02-29,0.804944,1.215930,-0.379782,0.265012,-0.229315,-0.067528,0.562409,0.186743,-0.196310,1.523887,0.598731,1.587038
2016-03-07,0.203163,0.441339,0.195952,-0.743526,0.187311,0.630539,0.881304,-0.986456,0.963666,-1.323019,1.621206,1.777772
2016-03-14,1.693499,1.437367,0.859845,1.477597,1.111704,0.126383,-0.209842,0.192587,0.370698,0.688397,-0.177787,0.609945
2016-03-21,1.022243,1.669984,2.571429,3.221022,-1.312280,-0.718713,0.091737,-1.982910,-0.747493,0.891213,0.104372,0.943053
2016-03-28,-0.925178,0.017046,0.344884,-1.009339,0.654875,-0.176953,-0.860864,0.703904,-0.014649,0.849331,2.096452,0.229212
2016-04-04,-0.265937,1.524296,-0.051839,0.587578,2.642569,1.518662,-0.555519,0.287699,0.130478,0.083856,-0.098723,-0.114053
2016-04-11,0.403853,-0.739647,0.097200,-0.593981,-0.101117,-0.609541,-0.573406,0.331986,-0.774375,0.392896,-0.817012,0.435541
2016-04-18,0.143920,-0.246345,-0.724955,-0.192033,-0.252117,1.432133,-0.667783,0.196991,-0.139834,-0.247075,-0.898050,-0.277735
2016-04-25,1.253768,0.841508,1.072988,-0.637961,0.562735,0.679452,-1.092877,-1.909393,-1.604213,0.134163,-0.953111,0.498998
2016-05-02,1.048926,0.065783,-1.196137,1.746544,0.075447,-0.140688,-1.920309,-1.656441,2.250747,-1.609583,0.490988,1.719277
2016-05-09,0.443317,0.644573,1.269081,1.450125,-0.976295,-0.402292,-0.859247,-0.445319,0.053303,-0.276120,0.791849,0.972110
2016-05-16,0.747589,0.560804,0.700995,0.315619,1.015456,-0.907131,0.753103,-0.335438,0.888109,0.666785,0.055160,1.789860
2016-05-23,-1.383613,-1.048968,-0.868358,-1.099956,1.596778,0.551040,-0.079217,-0.549457,1.382180,0.022532,-1.575118,0.998480
2016-05-30,0.987962,-0.510946,0.231129,-0.973139,-0.667823,0.115884,1.024525,1.099889,-1.411516,-0.493790,0.833113,0.480548
2016-06-06,-1.040686,-0.011606,1.336286,1.316076,-0.846441,-0.092046,0.065870,-0.443646,-1.132904,-0.914121,0.729077,0.038308
2016-06-13,-0.762360,-0.195102,-1.371917,1.503640,-1.416462,0.740874,-0.676245,-1.032413,-1.149263,-0.801186,-0.253819,-0.203973
2016-06-20,0.728844,-0.265574,1.210392,0.529315,-1.965602,-0.248988,-0.255751,-1.653694,-2.400664,1.045994,-0.302162,-0.953760
2016-06-27,-1.081389,0.094269,-0.453378,-0.224331,-1.250455,-0.076456,-0.579313,-0.823854,-0.206332,-0.925376,0.436550,-0.148240
2016-07-04,-1.471489,-1.420546,-1.659909,-0.188987,-0.595248,-0.893380,-0.034579,-0.201227,0.659399,-0.774598,-0.730573,1.277240
2016-07-11,-0.203859,0.392530,-1.184762,0.219020,-1.136344,-1.333875,1.170312,-1.897100,1.304258,0.778372,-1.483016,-1.154394
2016-07-18,-0.204832,-1.453838,-0.517681,-1.950070,-0.849129,-1.213137,1.165824,-0.198615,-0.577493,0.459304,-0.792028,-2.624948
2016-07-25,0.577404,-0.585615,0.448331,-0.399484,-0.766074,0.163207,2.242245,-0.982972,-2.382593,-0.018163,0.897478,-0.983528
2016-08-01,0.194858,0.478327,-0.188121,-1.744819,0.261283,-0.003283,0.758142,-1.485997,-0.031104,-2.084406,1.001014,0.401425
2016-08-08,1.436651,1.292718,0.140897,0.780859,-0.481843,1.393803,0.486179,-1.145812,0.174654,-1.632180,0.133003,-1.657795
2016-08-15,-0.519154,1.246310,0.708319,-1.718544,0.042384,0.323465,0.069423,-0.128961,0.590045,0.239845,0.228282,-0.116362
2016-08-22,0.030232,0.114940,-0.445716,-0.907112,-0.997570,-1.722239,-0.688315,0.167653,0.635332,-0.471253,-0.340472,-0.955626
2016-08-29,0.521514,-0.070093,1.111749,-1.289695,-0.623077,1.050965,-0.543394,1.591985,1.382881,-0.661001,-0.381454,-0.954987
2016-09-05,0.651145,0.153330,0.376898,0.552954,0.267309,1.241627,-0.019838,1.424411,1.366102,-0.835682,0.918323,-0.057678
2016-09-12,2.402730,0.145444,3.581015,1.062753,0.665824,-0.017503,-0.203173,3.259029,0.276132,0.373125,1.305895,-0.299302
2016-09-19,1.494078,0.982366,0.576861,1.568058,1.544339,-0.771797,1.179336,-0.355967,-1.305523,-0.474870,-1.370901,0.283310
2016-09-26,-0.066221,-0.365450,-0.591244,-0.007441,0.111316,0.210500,3.265945,0.139776,-1.099984,-0.632717,0.298439,1.117892
2016-10-03,-0.392474,0.219953,0.358601,1.046291,1.240719,2.560076,1.469020,0.727013,2.230143,-2.313303,1.273470,0.960330
2016-10-10,0.498993,-1.275216,-0.613487,-0.478506,2.546156,2.011510,2.631986,1.600609,0.464104,2.590347,0.135542,-1.629475
2016-10-17,0.211634,0.224453,-0.278921,0.346015,2.306136,2.389181,2.211863,3.893564,0.684738,-0.290660,1.521394,2.348283
2016-10-24,1.225871,1.018261,0.347641,0.059173,0.161805,-0.315593,0.498789,0.503194,0.546193,-0.464263,-0.704480,0.432601
2016-10-31,-0.373899,0.257162,0.954912,-0.519653,1.801228,3.082672,1.972721,0.928328,0.622524,0.531918,0.088145,2.782413
2016-11-07,0.437509,-0.121693,0.681710,-1.198142,-0.860777,0.763692,-0.949915,-0.375772,-0.937537,1.264950,-0.566699,-1.176203
2016-11-14,-1.629773,0.301212,-0.724259,-1.507184,-0.864616,0.866333,-0.623653,-0.656557,-1.541935,1.374650,2.293722,1.557520
2016-11-21,-1.955577,-0.603695,-1.013415,-0.877291,-0.612863,-0.156978,1.581587,1.005468,-1.643154,-0.168337,1.302285,0.923723
2016-11-28,1.551177,-0.638832,-1.316419,-1.636460,-2.272486,-1.996465,-1.191734,-0.844461,-0.544846,-0.360758,-1.646513,0.705946
2016-12-05,1.591649,0.776145,1.754287,1.125876,0.469581,-0.279244,-0.729637,0.058139,-0.777946,0.234801,0.244563,1.542552
2016-12-12,0.038142,0.977861,0.058724,0.687072,0.795343,1.118526,-0.945925,0.673885,2.020432,-1.288569,1.552951,-0.228296
2016-12-19,1.074113,0.977772,0.922008,1.932043,1.558228,3.520078,1.694828,0.032340,-0.747344,0.376838,-1.921623,-1.436351
2016-12-26,-0.614791,1.586101,1.300742,1.735379,0.449410,1.201926,2.141483,0.965822,-0.745615,0.043804,1.280621,-1.658602
2017-01-02,0.131551,-0.995789,-0.283107,-0.691523,-0.012038,-0.333236,0.630405,1.100662,-0.694419,-0.035485,-0.660532,-0.207409
2017-01-09,0.630727,1.724369,0.344082,0.665896,0.466330,0.936544,0.842417,0.592143,0.476143,-0.567643,-0.391644,0.682164
2017-01-16,-0.823104,-0.027506,-0.229799,-0.974159,-0.141694,1.379359,0.573341,0.320561,-0.429024,1.864902,-0.441883,0.020148
2017-01-23,-1.845203,-1.189382,-2.385241,-0.706072,-2.211067,-0.248936,1.095578,-0.054554,-0.653883,0.872274,0.171291,-0.122214
2017-01-30,-1.257531,-1.698148,-2.042345,-1.390545,-1.667875,-0.696166,-0.901315,0.094907,-0.129174,-1.605267,-0.982697,-0.372202
2017-02-06,-0.908110,-1.089049,-1.457615,-1.675666,-0.884093,-1.279118,0.689620,0.992546,-0.552846,1.464806,-0.313760,-0.594102
2017-02-13,-1.495743,-0.955814,-0.887578,-0.868869,-1.578457,-0.990955,-0.893357,0.876245,0.499051,-2.168763,-1.617607,-0.583608
2017-02-20,-0.263479,-1.863271,0.241722,-2.161169,-2.670101,-1.301450,-0.010159,0.340384,-0.142884,0.317728,1.245231,-0.018464
2017-02-27,1.455000,0.354148,1.266911,0.112356,-2.137435,-0.964271,-2.221012,-0.669259,0.448981,-0.330716,0.272858,1.239345
2017-03-06,0.221948,0.676590,3.645372,0.762936,1.071844,1.572792,-0.578463,0.827572,-0.222751,1.406578,0.722491,-0.003071
2017-03-13,0.182464,-0.012160,1.716987,0.351703,0.051151,2.092869,0.694786,0.776820,1.363643,-2.100563,0.540354,0.559313
2017-03-20,1.168074,0.411990,0.796711,-0.622556,1.599213,1.548687,-1.763825,0.083748,2.092884,0.410893,-0.014843,-0.393336
2017-03-27,2.054315,2.588660,3.237252,1.736164,0.313619,-0.093913,-0.808438,0.241740,1.208568,-0.700822,1.112285,0.762834
2017-04-03,0.399653,3.812453,2.532245,1.625239,0.588068,0.019805,0.072353,0.456708,0.779841,-0.665239,0.204726,-0.932086
2017-04-10,-0.817552,-1.513868,0.029747,1.756214,-1.527429,-0.605109,0.599873,-2.015201,0.223299,0.061069,-1.066300,-0.982318
2017-04-17,-0.961448,-2.695631,-0.995905,-0.272031,-0.838308,0.935681,0.229386,-0.128545,1.758252,-0.922567,-0.113695,-0.395234
2017-04-24,-0.134242,-1.932565,-0.535559,-0.418851,-1.974058,-0.188657,-1.824930,-0.879894,0.687981,0.075987,0.475786,-0.544922
2017-05-01,1.828480,1.356252,0.850608,0.670883,-0.501752,-1.116675,-0.533623,-0.085765,-0.687208,0.267253,0.642101,0.757216
2017-05-08,0.011409,1.357679,0.445197,1.383791,0.977800,-0.986262,-0.435847,0.407143,0.767770,-1.081338,0.963903,1.256075
2017-05-15,-0.315629,-0.969524,-0.866488,-0.635981,-0.150719,-0.326424,1.368475,0.416236,0.277942,0.782895,-0.307130,1.308358
2017-05-22,0.059663,-0.015310,0.034198,0.325729,-1.120274,-1.203072,-0.977055,-0.703355,-0.026398,0.810946,-0.898581,-1.524218
2017-05-29,-1.612480,-0.510152,-0.214167,-0.317590,0.187866,-1.733913,-0.972867,0.076319,-1.231363,1.088463,0.145204,1.289661
2017-06-05,0.034015,-1.125344,-0.578447,-0.130119,1.180900,0.580545,2.160341,1.936268,0.245060,-0.460390,1.263619,2.634981
2017-06-12,1.079613,0.432670,2.519225,-0.562226,-0.083227,0.278510,-0.030518,-0.345956,0.763960,-0.435270,0.944458,1.643115
2017-06-19,0.306631,0.197587,0.364250,0.098655,1.417509,-0.308029,2.887915,2.041386,1.255655,-1.159657,-0.223005,-0.335710
2017-06-26,-1.509832,-2.276739,-1.822616,-1.927847,1.809906,0.147667,1.056419,1.681261,-0.570360,0.375198,1.287512,-2.044349
2017-07-03,0.223842,-0.387578,-0.960761,-1.122015,1.076737,1.985989,-0.050486,0.347484,-0.285286,-2.391281,-0.962988,0.230514
2017-07-10,-1.918323,1.009433,0.274799,1.667819,-0.137066,0.799688,-1.441208,-0.336103,-0.237583,-1.811343,1.134747,1.360161
2017-07-17,-0.001626,-0.012807,-0.036326,-0.417005,-0.292292,0.408318,0.638727,-0.991221,-0.394271,0.733327,0.519538,-1.441728
2017-07-24,-1.026478,-1.327152,0.129806,-0.385517,-0.104461,-0.321545,-0.009893,-0.446780,-0.411609,1.036598,-1.186900,-0.995900
2017-07-31,1.797103,-0.700240,0.597158,-0.393550,-0.864148,0.874616,1.272097,-1.663851,-1.159567,-0.457161,-0.513654,-0.511732
2017-08-07,-0.027983,0.606153,0.148363,1.779221,0.953869,0.469199,2.491866,-0.928015,-0.510829,0.220290,1.389766,1.314266
2017-08-14,-0.635801,-0.862918,-1.849798,-0.067769,-1.036675,-0.430677,-0.521759,-0.088229,1.482045,0.036581,1.620605,0.560142
2017-08-21,-0.132760,1.368866,-0.561112,-0.217941,-1.681361,-1.785667,0.140622,-0.230445,-1.111541,0.475267,-0.321504,0.339858
2017-08-28,0.444522,-0.992187,2.215837,1.619546,0.721368,-0.354513,0.332701,1.207191,-1.371079,0.248283,0.733095,0.138304
2017-09-04,-1.268396,-0.085035,-0.570049,1.380380,0.128657,0.153119,-0.181521,-1.591080,-1.003432,-0.297496,1.410552,0.394428
2017-09-11,-1.085260,0.727390,-1.239213,1.048341,0.812384,0.247003,-0.723672,-0.744338,-1.308588,0.434546,-1.517996,0.617241
2017-09-18,-1.558102,-1.619083,-0.030435,-0.657975,0.491694,-0.514608,-0.306293,0.591439,-1.544080,0.040938,-2.021283,-1.258300
2017-09-25,-1.178246,0.120527,0.431855,-0.459385,0.235097,0.028230,-0.380821,-0.143741,-0.061049,-1.189005,-1.401885,1.216039
2017-10-02,-1.881741,0.401229,-0.827422,1.077381,-1.564624,-0.223210,-0.394942,0.295188,0.560136,1.292246,-0.640489,0.254410
2017-10-09,0.075910,-2.470031,-1.642526,-1.519429,-2.156645,-1.366355,0.836562,-0.176234,0.639005,0.491219,-0.836118,-1.389835
2017-10-16,0.469729,0.330762,0.788796,0.990817,-1.309042,-0.192436,-1.331288,-1.984402,1.652004,-3.075775,-1.132061,-1.855824
2017-10-23,0.477147,-0.895938,0.983698,1.523935,-0.516469,-1.386697,-1.446521,-1.228689,-0.677220,0.949770,-0.260269,0.899812
2017-10-30,-1.085592,-0.802243,0.189396,0.423451,0.245930,0.215110,-0.016010,-0.392907,0.598045,-0.243582,-1.064029,-0.433817
2017-11-06,-0.473883,-0.170722,-0.793034,-0.217751,-0.574320,1.185095,1.449648,0.934577,0.395128,-1.560527,-0.791653,-1.455332
2017-11-13,0.109596,-0.741610,0.302218,-0.407676,-2.039175,0.080393,0.316473,0.577739,0.412615,0.580532,0.779526,-0.230029
2017-11-20,-0.680347,0.033984,1.386729,-1.457819,0.010671,-1.490596,0.840688,-0.564807,0.332258,0.637054,-1.432378,-1.396760
2017-11-27,-1.403042,-0.596339,-1.475815,-0.395211,1.152696,-2.305770,-0.621635,-0.231400,-0.385378,-1.160286,-0.795458,-0.882612
2017-12-04,0.262165,-0.755708,-1.282860,0.632767,-1.010711,-2.060411,-1.472794,-2.235994,-2.110451,1.329090,-1.137057,-1.197568
2017-12-11,-0.578630,0.732733,0.688596,1.120549,-0.243955,0.312922,-0.375471,-0.115408,-0.399295,-0.769341,1.201634,-1.057670
2017-12-18,-1.381405,-1.704618,-1.337382,-1.811939,-0.142850,1.475560,-0.458387,0.554223,0.657196,-0.412828,0.690938,-0.383737
2017-12-25,0.831841,0.245473,-1.638657,0.320927,0.922748,2.167782,1.616703,0.681437,0.458889,-0.433284,1.217825,1.359204
2018-01-01,-0.710618,-0.435859,0.553007,1.211041,-0.477593,-0.056399,0.048655,-0.704208,-0.989836,0.625242,0.853239,1.077667
2018-01-08,2.227122,0.800005,-1.303556,0.415467,0.061123,-0.640036,0.967912,0.760468,-1.001328,0.211768,-0.511307,0.287878
2018-01-15,-0.527991,0.778718,0.320834,0.376419,0.513538,-0.671244,-1.534294,-1.007718,0.321809,-1.709714,0.113837,0.512855
2018-01-22,0.847521,0.464068,-0.968165,-0.883733,-0.264444,-1.141350,0.638888,-0.106744,0.120792,-0.110407,0.836681,0.308377
2018-01-29,0.666153,0.177853,1.888227,0.414497,-0.716758,-2.234656,-0.649820,-0.661727,-0.076527,-0.179797,-1.448402,-1.373831
2018-02-05,0.547452,-0.261562,1.905922,-0.426100,0.603598,-2.738745,-0.192933,-1.307809,-0.990694,2.190171,-0.680126,-0.748689
2018-02-12,1.877824,2.376807,1.619255,1.900453,0.981678,-0.357081,0.910652,1.313920,0.592863,-0.710197,-0.812085,0.846352
2018-02-19,-1.088064,0.746599,0.330772,-0.625694,1.369401,0.001086,0.859167,1.173053,-1.558366,1.550899,1.242004,2.033833
2018-02-26,1.193492,1.112652,0.864607,1.710288,0.307129,-0.996236,-0.006586,-0.299035,0.339781,1.144439,-1.152812,-1.646274
2018-03-05,1.230273,0.964419,0.815983,1.148391,0.608776,0.282932,0.468918,-0.984752,-0.567795,1.228921,1.165851,0.516829
2018-03-12,0.983205,1.091694,0.283706,-0.887394,1.029784,-0.556943,-0.399759,-0.601404,-1.178261,0.557131,-1.381252,1.239736
2018-03-19,-0.923125,0.497385,-0.338661,-0.261982,0.507713,0.317627,-0.240160,0.491417,-0.918292,-0.831584,1.861930,0.169150
2018-03-26,0.131567,-0.639504,1.203659,1.163110,0.082854,-1.539909,-0.530457,0.081869,-0.883084,0.722948,0.926473,0.768774
2018-04-02,-0.798515,0.354149,0.665536,0.082326,0.718884,0.628157,-0.132814,-0.203461,-0.549545,0.189904,1.200622,1.691579
2018-04-09,-0.233792,1.618864,0.392051,-1.086153,0.099141,1.385060,0.022019,1.479347,-0.541618,-1.709499,-1.292292,0.016275
2018-04-16,-1.095256,0.187597,0.031488,0.537327,1.039837,1.967590,0.446523,-0.710086,1.315418,-1.154758,-0.906826,-1.072882
2018-04-23,0.863679,-0.282865,-0.410840,-1.170746,-1.000098,-0.017551,-0.090366,0.141480,-0.686878,0.771977,0.053940,-0.760982
2018-04-30,1.063950,1.463565,-1.475633,1.325336,0.297373,0.833662,0.485565,-1.675922,-0.380362,1.336369,-0.100491,0.855770
2018-05-07,-0.928692,1.558973,0.071103,0.919601,0.223118,0.124898,1.445949,-0.517404,0.071565,0.349896,0.345956,0.649362
2018-05-14,-0.178915,-1.113984,-0.938413,-0.710558,0.311697,1.919476,-0.909657,1.508468,2.258753,-1.934730,-0.425021,0.315978
2018-05-21,-0.220374,-1.003493,-0.398809,-0.763012,-0.459825,-1.062515,1.092848,0.044305,1.902764,0.076225,0.136067,-2.146777
2018-05-28,1.388069,-0.762399,1.358910,-0.023113,-0.003076,-2.470336,-1.022795,-2.549882,-0.117655,-0.358676,0.290970,-1.152065
2018-06-04,1.441185,1.016085,1.524768,2.110005,1.221603,-0.729000,-0.455127,-1.403106,-1.127979,0.453778,-1.166204,-0.227443
2018-06-11,0.870040,1.347470,-0.119588,2.081002,0.350463,-0.220445,-1.890668,-0.247610,-3.088930,0.076697,0.120563,-0.385198
2018-06-18,-0.528942,-2.054036,0.671697,0.055648,-0.891488,1.755410,-1.400485,0.830248,-1.079961,0.200087,0.415403,1.191216
2018-06-25,-0.550707,-0.935143,-1.132461,-1.525864,-2.191313,-0.957408,-1.339654,-0.412808,-1.242881,1.154558,-2.838811,-0.706049
2018-07-02,-2.808639,-2.778393,-1.049392,-2.140125,-0.722703,-1.454248,0.240822,-0.067562,0.607560,0.719070,0.262027,-0.092464
2018-07-09,-0.304974,-0.785893,-0.755410,-1.272879,-0.804767,-1.253400,-0.615081,0.125278,-0.964627,0.083230,-0.848516,-0.163891
2018-07-16,0.293021,0.730035,0.539178,0.873153,0.508449,-1.690579,-0.260237,0.799954,-0.429545,-0.495334,-0.581172,0.986133
2018-07-23,0.703865,0.609962,1.420268,2.162830,1.768982,-0.011902,-1.263568,1.180028,-0.524099,0.076142,-1.000634,-0.203143
2018-07-30,1.604181,0.372881,0.490925,1.978987,-2.569797,-1.311494,-0.388661,0.347959,-0.635112,0.024785,-0.775715,1.324865
2018-08-06,-0.223576,0.486912,-0.126411,1.649123,-2.173962,-2.415205,-1.302641,-0.714383,0.868505,-1.741892,0.841566,1.366944
2018-08-13,-0.081066,-1.019734,1.216455,-0.033714,-1.445472,-0.362501,-0.139569,-0.303666,-0.535180,0.424251,-0.321891,-0.033217
